,action_type,combined_shot_type,game_event_id,lat,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
2300,Turnaround Fadeaway shot,Jump Shot,311,33.9013,-118.3808,8,3,0,2008-09,38,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/4/2009,Away,TOR,14137,15949,72,97.26
2301,Jump Shot,Jump Shot,316,33.7953,-118.2548,7,3,0,2008-09,37,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/4/2009,Away,TOR,14138,15949,72,97.26
2302,Driving Layup Shot,Layup,328,34.0443,-118.2698,6,3,0,2008-09,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/4/2009,Away,TOR,14139,15949,72,97.26
2303,Jump Shot,Jump Shot,36,33.9103,-118.4678,7,1,0,2008-09,51,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/5/2009,Away,BOS,14152,15496,71,94.18
2304,Dunk Shot,Dunk,41,34.0433,-118.2688,7,1,0,2008-09,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/5/2009,Away,BOS,14153,15496,71,94.18
2305,Jump Shot,Jump Shot,65,33.9043,-118.1018,4,1,0,2008-09,12,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/5/2009,Away,BOS,14155,15496,71,94.18
2306,Driving Layup Shot,Layup,73,34.0403,-118.2738,3,1,0,2008-09,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/5/2009,Away,BOS,14156,15496,71,94.18
2307,Jump Shot,Jump Shot,265,33.9013,-118.2938,10,3,0,2008-09,46,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2/5/2009,Away,BOS,14164,15496,71,94.18
2308,Layup Shot,Layup,295,34.0433,-118.2638,7,3,0,2008-09,17,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/5/2009,Away,BOS,14165,15496,71,94.18
2309,Jump Shot,Jump Shot,474,33.8113,-118.1728,3,4,0,2008-09,23,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/5/2009,Away,BOS,14171,15496,71,94.18
2310,Jump Shot,Jump Shot,522,33.8663,-118.1898,4,5,0,2008-09,4,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/5/2009,Away,BOS,14174,15496,71,94.18
2311,Layup Shot,Layup,29,34.0323,-118.2698,7,1,0,2008-09,43,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/8/2009,Away,CLE,14181,14996,71,94.97
2312,Turnaround Bank shot,Bank Shot,227,34.0053,-118.2168,1,2,0,2008-09,4,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/8/2009,Away,CLE,14186,14996,71,94.97
2313,Turnaround Fadeaway shot,Jump Shot,456,33.9783,-118.1568,2,4,0,2008-09,49,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/8/2009,Away,CLE,14192,14996,71,94.97
2314,Fadeaway Jump Shot,Jump Shot,78,33.9813,-118.1888,3,1,0,2008-09,19,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/10/2009,Home,OKC,14201,15201,68,93.79
2315,Running Reverse Layup Shot,Layup,259,34.0443,-118.2698,0,2,0,2008-09,23,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/10/2009,Home,OKC,14210,15201,68,93.79
2316,Jump Shot,Jump Shot,341,33.9503,-118.1588,3,3,0,2008-09,26,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/10/2009,Home,OKC,14214,15201,68,93.79
2317,Jump Shot,Jump Shot,225,33.9013,-118.1478,1,2,0,2008-09,58,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/11/2009,Away,UTA,14231,14429,68,93.82
2318,Jump Shot,Jump Shot,303,33.9893,-118.2718,7,3,0,2008-09,39,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/11/2009,Away,UTA,14236,14429,68,93.82
2319,Layup Shot,Layup,335,34.0443,-118.2698,4,3,0,2008-09,7,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/11/2009,Away,UTA,14241,14429,68,93.82
2320,Jump Shot,Jump Shot,430,33.8383,-118.1818,8,4,0,2008-09,16,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/11/2009,Away,UTA,14245,14429,68,93.82
2321,Jump Shot,Jump Shot,522,33.9363,-118.1568,1,4,0,2008-09,11,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/11/2009,Away,UTA,14249,14429,68,93.82
2322,Layup Shot,Layup,527,34.0443,-118.2698,1,4,0,2008-09,2,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/11/2009,Away,UTA,14251,14429,68,93.82
2323,Jump Shot,Jump Shot,286,34.0083,-118.0798,7,3,0,2008-09,10,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/17/2009,Home,ATL,14262,14852,68,93.2
2324,Jump Shot,Jump Shot,332,33.7653,-118.3148,3,3,0,2008-09,41,28,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/17/2009,Home,ATL,14265,14852,68,93.2
2325,Turnaround Jump Shot,Jump Shot,52,34.0403,-118.0688,7,1,0,2008-09,8,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/18/2009,Away,GSW,14267,12245,67,94.28
2326,Driving Slam Dunk Shot,Dunk,99,34.0443,-118.2698,3,1,0,2008-09,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/18/2009,Away,GSW,14270,12245,67,94.28
2327,Pullup Jump shot,Jump Shot,310,33.8903,-118.3568,7,3,0,2008-09,35,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/18/2009,Away,GSW,14276,12245,67,94.28
2328,Pullup Jump shot,Jump Shot,337,33.7833,-118.3978,4,3,0,2008-09,11,29,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/18/2009,Away,GSW,14279,12245,67,94.28
2329,Jump Shot,Jump Shot,361,34.0163,-118.1508,1,3,0,2008-09,34,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/18/2009,Away,GSW,14281,12245,67,94.28
2330,Jump Shot,Jump Shot,11,34.0103,-118.1558,10,1,0,2008-09,10,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/20/2009,Home,NOH,14289,15379,69,93.9
2331,Jump Shot,Jump Shot,15,34.0073,-118.1968,9,1,0,2008-09,28,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2/20/2009,Home,NOH,14290,15379,69,93.9
2332,Fadeaway Jump Shot,Jump Shot,60,33.8853,-118.3808,4,1,0,2008-09,42,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/20/2009,Home,NOH,14293,15379,69,93.9
2333,Alley Oop Layup shot,Layup,112,34.0243,-118.2488,0,1,0,2008-09,53,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/20/2009,Home,NOH,14295,15379,69,93.9
2334,Layup Shot,Layup,183,34.0123,-118.2858,7,2,0,2008-09,43,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/20/2009,Home,NOH,14297,15379,69,93.9
2335,Layup Shot,Layup,187,34.0443,-118.2698,7,2,0,2008-09,21,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/20/2009,Home,NOH,14298,15379,69,93.9
2336,Jump Shot,Jump Shot,382,33.7923,-118.1898,0,3,0,2008-09,28,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/20/2009,Home,NOH,14310,15379,69,93.9
2337,Driving Layup Shot,Layup,465,34.0443,-118.2698,4,4,0,2008-09,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/20/2009,Home,NOH,14312,15379,69,93.9
2338,Driving Layup Shot,Layup,532,34.0443,-118.2698,3,5,0,2008-09,31,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/20/2009,Home,NOH,14315,15379,69,93.9
2339,Turnaround Fadeaway shot,Jump Shot,3,34.0303,-118.4118,11,1,0,2008-09,37,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2/22/2009,Away,MIN,14318,14820,70,92.8
2340,Turnaround Jump Shot,Jump Shot,27,33.9593,-118.3808,8,1,0,2008-09,0,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2/22/2009,Away,MIN,14319,14820,70,92.8
2341,Turnaround Jump Shot,Jump Shot,217,33.9843,-118.1998,1,2,0,2008-09,11,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2/22/2009,Away,MIN,14325,14820,70,92.8
2342,Jump Shot,Jump Shot,337,33.9323,-118.1098,2,3,0,2008-09,59,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/22/2009,Away,MIN,14331,14820,70,92.8
2343,Jump Shot,Jump Shot,453,33.8443,-118.0968,4,4,0,2008-09,3,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/22/2009,Away,MIN,14334,14820,70,92.8
2344,Turnaround Fadeaway shot,Jump Shot,37,34.0333,-118.1458,6,1,0,2008-09,51,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/24/2009,Away,OKC,14341,15079,69,93.51
2345,Driving Dunk Shot,Dunk,60,34.0443,-118.2698,4,1,0,2008-09,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/24/2009,Away,OKC,14343,15079,69,93.51
2346,Jump Shot,Jump Shot,91,33.8903,-118.1788,1,1,0,2008-09,36,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/24/2009,Away,OKC,14344,15079,69,93.51
2347,Jump Shot,Jump Shot,179,33.8983,-118.4338,5,2,0,2008-09,15,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/24/2009,Away,OKC,14346,15079,69,93.51
2348,Jump Shot,Jump Shot,181,33.9733,-118.1318,4,2,0,2008-09,35,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/24/2009,Away,OKC,14347,15079,69,93.51
2349,Jump Shot,Jump Shot,208,33.9173,-118.1208,1,2,0,2008-09,2,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/24/2009,Away,OKC,14349,15079,69,93.51
2350,Jump Shot,Jump Shot,263,34.0333,-118.1288,7,3,0,2008-09,5,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/24/2009,Away,OKC,14352,15079,69,93.51
2351,Jump Shot,Jump Shot,461,33.8283,-118.1638,4,4,0,2008-09,14,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/24/2009,Away,OKC,14358,15079,69,93.51
2352,Jump Shot,Jump Shot,18,33.9203,-118.2358,10,1,0,2008-09,29,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2/26/2009,Home,PHX,14361,17105,72,98.61
2353,Fadeaway Jump Shot,Jump Shot,41,33.9723,-118.2698,6,1,0,2008-09,15,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/26/2009,Home,PHX,14363,17105,72,98.61
2354,Turnaround Jump Shot,Jump Shot,24,34.0373,-118.4248,9,1,0,2008-09,45,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2/27/2009,Away,DEN,14374,15146,68,92.94
2355,Layup Shot,Layup,49,34.0443,-118.2698,7,1,0,2008-09,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/27/2009,Away,DEN,14376,15146,68,92.94
2356,Fadeaway Jump Shot,Jump Shot,180,33.9833,-118.2138,7,2,0,2008-09,56,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2/27/2009,Away,DEN,14381,15146,68,92.94
2357,Jump Shot,Jump Shot,465,33.8173,-118.2578,7,4,0,2008-09,36,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2/27/2009,Away,DEN,14398,15146,68,92.94
2358,Jump Shot,Jump Shot,101,33.8173,-118.1618,1,1,0,2008-09,50,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/1/2009,Away,PHX,14410,15651,71,96.21
2359,Layup Shot,Layup,114,34.0443,-118.2698,0,1,0,2008-09,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/1/2009,Away,PHX,14412,15651,71,96.21
2360,Layup Shot,Layup,199,34.0443,-118.2698,4,2,0,2008-09,35,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/1/2009,Away,PHX,14415,15651,71,96.21
2361,Fadeaway Jump Shot,Jump Shot,296,33.9593,-118.3368,9,3,0,2008-09,50,10,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,3/1/2009,Away,PHX,14423,15651,71,96.21
2362,Jump Shot,Jump Shot,308,33.9433,-118.4878,7,3,0,2008-09,38,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/1/2009,Away,PHX,14425,15651,71,96.21
2363,Jump Shot,Jump Shot,481,33.9103,-118.3748,5,4,0,2008-09,41,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/1/2009,Away,PHX,14436,15651,71,96.21
2364,Jump Shot,Jump Shot,71,33.9513,-118.1408,3,1,0,2008-09,51,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/3/2009,Home,MEM,14444,15600,72,92.34
2365,Reverse Layup Shot,Layup,270,34.0443,-118.2698,0,2,0,2008-09,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/3/2009,Home,MEM,14455,15600,72,92.34
2366,Jump Shot,Jump Shot,8,33.9313,-118.4248,11,1,0,2008-09,23,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/6/2009,Home,MIN,14465,13582,68,94.93
2367,Layup Shot,Layup,172,34.0443,-118.2698,5,2,0,2008-09,32,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/6/2009,Home,MIN,14469,13582,68,94.93
2368,Jump Shot,Jump Shot,188,34.0183,-118.1288,4,2,0,2008-09,15,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/6/2009,Home,MIN,14471,13582,68,94.93
2369,Jump Shot,Jump Shot,244,33.9103,-118.2768,0,2,0,2008-09,15,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/6/2009,Home,MIN,14475,13582,68,94.93
2370,Jump Shot,Jump Shot,333,33.8303,-118.4158,3,3,0,2008-09,25,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/6/2009,Home,MIN,14479,13582,68,94.93
2371,Jump Shot,Jump Shot,335,33.8503,-118.0858,2,3,0,2008-09,59,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/6/2009,Home,MIN,14480,13582,68,94.93
2372,Fadeaway Jump Shot,Jump Shot,81,33.9453,-118.1128,3,1,0,2008-09,0,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/9/2009,Away,POR,14488,13590,68,91.39
2373,Driving Layup Shot,Layup,195,34.0443,-118.2698,4,2,0,2008-09,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/9/2009,Away,POR,14491,13590,68,91.39
2374,Jump Shot,Jump Shot,288,33.9283,-118.1538,6,3,0,2008-09,26,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/9/2009,Away,POR,14501,13590,68,91.39
2375,Pullup Jump shot,Jump Shot,239,33.8803,-118.2628,9,3,0,2008-09,12,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,3/11/2009,Away,HOU,14520,17524,70,96.81
2376,Fadeaway Jump Shot,Jump Shot,253,33.9123,-118.3408,7,3,0,2008-09,41,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/11/2009,Away,HOU,14522,17524,70,96.81
2377,Jump Shot,Jump Shot,257,33.9503,-118.3668,6,3,0,2008-09,56,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/11/2009,Away,HOU,14523,17524,70,96.81
2378,Driving Layup Shot,Layup,38,34.0293,-118.2548,5,1,0,2008-09,59,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/12/2009,Away,SAS,14537,13978,68,92.08
2379,Turnaround Jump Shot,Jump Shot,49,34.0023,-118.2118,4,1,0,2008-09,11,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/12/2009,Away,SAS,14538,13978,68,92.08
2380,Jump Shot,Jump Shot,408,34.0443,-118.1068,4,4,0,2008-09,51,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/12/2009,Away,SAS,14550,13978,68,92.08
2381,Jump Shot,Jump Shot,203,33.8393,-118.4378,5,2,0,2008-09,17,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/15/2009,Home,DAL,14561,15500,68,94.31
2382,Layup Shot,Layup,35,34.0443,-118.2698,8,1,0,2008-09,20,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/17/2009,Home,PHI,14575,13058,70,90.84
2383,Jump Shot,Jump Shot,413,33.8653,-118.1508,6,4,0,2008-09,17,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/17/2009,Home,PHI,14586,13058,70,90.84
2384,Layup Shot,Layup,72,34.0443,-118.2698,4,1,0,2008-09,51,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/19/2009,Home,GSW,14592,15920,67,96.46
2385,Pullup Jump shot,Jump Shot,282,33.9343,-118.3748,11,3,0,2008-09,34,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/19/2009,Home,GSW,14601,15920,67,96.46
2386,Jump Shot,Jump Shot,285,33.8573,-118.0988,11,3,0,2008-09,11,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/19/2009,Home,GSW,14602,15920,67,96.46
2387,Jump Shot,Jump Shot,311,33.8903,-118.2498,8,3,0,2008-09,52,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,3/19/2009,Home,GSW,14604,15920,67,96.46
2388,Jump Shot,Jump Shot,329,33.9533,-118.4218,7,3,0,2008-09,10,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/19/2009,Home,GSW,14606,15920,67,96.46
2389,Jump Shot,Jump Shot,248,33.8853,-118.3948,11,3,0,2008-09,14,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/21/2009,Away,CHI,14627,13836,71,92.06
2390,Floating Jump shot,Jump Shot,42,34.0373,-118.3338,6,1,0,2008-09,14,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/24/2009,Away,OKC,14641,14184,72,93.05
2391,Jump Shot,Jump Shot,242,33.9503,-118.4408,11,3,0,2008-09,19,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/24/2009,Away,OKC,14652,14184,72,93.05
2392,Running Jump Shot,Jump Shot,151,34.0183,-118.3788,6,2,0,2008-09,19,11,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/26/2009,Away,DET,14662,16417,70,95.73
2393,Fadeaway Jump Shot,Jump Shot,179,34.0253,-118.4338,3,2,0,2008-09,43,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/26/2009,Away,DET,14665,16417,70,95.73
2394,Fadeaway Jump Shot,Jump Shot,388,33.9703,-118.1128,5,4,0,2008-09,57,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/26/2009,Away,DET,14673,16417,70,95.73
2395,Layup Shot,Layup,445,34.0443,-118.2698,2,4,0,2008-09,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/26/2009,Away,DET,14675,16417,70,95.73
2396,Running Bank shot,Bank Shot,86,33.9923,-118.1758,3,1,0,2008-09,16,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/27/2009,Away,NJN,14679,14273,71,95.47
2397,Jump Shot,Jump Shot,280,33.8993,-118.1288,9,3,0,2008-09,57,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/27/2009,Away,NJN,14683,14273,71,95.47
2398,Jump Shot,Jump Shot,320,33.8113,-118.3698,4,3,0,2008-09,42,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/27/2009,Away,NJN,14686,14273,71,95.47
2399,Layup Shot,Layup,313,34.0403,-118.2528,6,3,0,2008-09,58,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/29/2009,Away,ATL,14705,14206,72,94.08
2400,Jump Shot,Jump Shot,353,34.0113,-118.0738,2,3,0,2008-09,34,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/29/2009,Away,ATL,14708,14206,72,94.08
2401,Driving Reverse Layup Shot,Layup,381,34.0403,-118.2908,0,3,0,2008-09,0,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/29/2009,Away,ATL,14709,14206,72,94.08
2402,Jump Shot,Jump Shot,405,33.8353,-118.4248,9,4,0,2008-09,25,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/29/2009,Away,ATL,14710,14206,72,94.08
2403,Turnaround Jump Shot,Jump Shot,11,34.0103,-118.4028,10,1,0,2008-09,53,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/31/2009,Away,CHA,14715,13936,72,93.69
2404,Jump Shot,Jump Shot,41,33.8723,-118.1638,6,1,0,2008-09,48,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/31/2009,Away,CHA,14717,13936,72,93.69
2405,Jump Shot,Jump Shot,95,33.9203,-118.3728,1,1,0,2008-09,16,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/31/2009,Away,CHA,14723,13936,72,93.69
2406,Jump Shot,Jump Shot,193,33.9473,-118.3078,3,2,0,2008-09,29,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/31/2009,Away,CHA,14725,13936,72,93.69
2407,Turnaround Jump Shot,Jump Shot,217,33.9843,-118.2028,1,2,0,2008-09,5,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,3/31/2009,Away,CHA,14727,13936,72,93.69
2408,Jump Shot,Jump Shot,235,33.9533,-118.1288,10,3,0,2008-09,27,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/31/2009,Away,CHA,14728,13936,72,93.69
2409,Jump Shot,Jump Shot,383,33.9703,-118.4298,8,4,0,2008-09,47,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/31/2009,Away,CHA,14735,13936,72,93.69
2410,Jump Shot,Jump Shot,168,33.8913,-118.3898,5,2,0,2008-09,21,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/1/2009,Away,MIL,14746,15475,71,96.83
2411,Layup Shot,Layup,348,34.0443,-118.2698,1,3,0,2008-09,59,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/1/2009,Away,MIL,14752,15475,71,96.83
2412,Jump Shot,Jump Shot,472,33.9893,-118.3288,3,4,0,2008-09,4,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,4/1/2009,Away,MIL,14757,15475,71,96.83
2413,Jump Shot,Jump Shot,27,33.8353,-118.0888,8,1,0,2008-09,52,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/3/2009,Home,HOU,14762,16363,73,92.08
2414,Jump Shot,Jump Shot,103,33.8003,-118.2138,0,1,0,2008-09,26,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/3/2009,Home,HOU,14763,16363,73,92.08
2415,Jump Shot,Jump Shot,296,33.8273,-118.3948,8,3,0,2008-09,23,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/7/2009,Away,SAC,14797,16059,74,96.12
2416,Jump Shot,Jump Shot,338,33.8223,-118.1318,8,3,0,2008-09,16,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/9/2009,Home,DEN,14812,14714,71,97.11
2417,Floating Jump shot,Jump Shot,557,33.9753,-118.2388,5,4,0,2008-09,28,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/9/2009,Home,DEN,14818,14714,71,97.11
2418,Jump Shot,Jump Shot,86,33.8953,-118.1488,3,1,0,2008-09,20,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/10/2009,Away,POR,14825,15293,71,96.74
2419,Jump Shot,Jump Shot,211,33.8573,-118.1178,4,2,0,2008-09,6,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/10/2009,Away,POR,14827,15293,71,96.74
2420,Jump Shot,Jump Shot,231,33.8843,-118.3848,2,2,0,2008-09,13,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/10/2009,Away,POR,14829,15293,71,96.74
2421,Layup Shot,Layup,240,34.0443,-118.2698,1,2,0,2008-09,10,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/10/2009,Away,POR,14830,15293,71,96.74
2422,Jump Shot,Jump Shot,383,34.0433,-118.4748,0,3,0,2008-09,59,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/10/2009,Away,POR,14837,15293,71,96.74
2423,Layup Shot,Layup,178,34.0443,-118.2698,5,2,0,2008-09,32,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/12/2009,Home,MEM,14849,17047,71,97.35
2424,Jump Shot,Jump Shot,414,33.8283,-118.3208,1,3,0,2008-09,53,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,4/14/2009,Home,UTA,14863,12769,73,92.29
2425,Jump Shot,Jump Shot,22,33.9583,-118.1128,9,1,0,2009-10,53,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,10/27/2009,Home,LAC,14869,15359,72,96.24
2426,Jump Shot,Jump Shot,373,33.9673,-118.1618,2,3,0,2009-10,4,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,10/27/2009,Home,LAC,14882,15359,72,96.24
2427,Fadeaway Jump Shot,Jump Shot,422,33.8743,-118.2628,10,4,0,2009-10,39,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,10/27/2009,Home,LAC,14884,15359,72,96.24
2428,Floating Jump shot,Jump Shot,436,34.0213,-118.3298,9,4,0,2009-10,40,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,10/27/2009,Home,LAC,14886,15359,72,96.24
2429,Driving Layup Shot,Layup,486,34.0443,-118.2698,5,4,0,2009-10,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/27/2009,Home,LAC,14888,15359,72,96.24
