rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
16265,Jump Shot,Jump Shot,239,20901028,33.8303,-144,214,-118.4138,2,2,0,2009-10,14,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/19/2010,LAL vs. MIN,MIN,16259,15082,72,94.72
16266,Layup Shot,Layup,286,20901028,34.0443,0,0,-118.2698,9,3,0,2009-10,21,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/19/2010,LAL vs. MIN,MIN,16262,15082,72,94.72
16267,Jump Shot,Jump Shot,291,20901028,34.0433,228,1,-118.0418,9,3,0,2009-10,6,22,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,3/19/2010,LAL vs. MIN,MIN,16263,15082,72,94.72
16283,Layup Shot,Layup,19,20901041,34.0443,0,0,-118.2698,9,1,0,2009-10,30,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/21/2010,LAL vs. WAS,WAS,16270,15682,70,97.72
16284,Jump Shot,Jump Shot,51,20901041,33.9373,-144,107,-118.4138,4,1,0,2009-10,52,17,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/21/2010,LAL vs. WAS,WAS,16272,15682,70,97.72
16296,Jump Shot,Jump Shot,63,20901066,33.9553,-142,89,-118.4118,4,1,0,2009-10,36,16,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/24/2010,LAL @ SAS,SAS,16290,14303,72,96.47
16297,Driving Finger Roll Layup Shot,Layup,272,20901066,34.0403,10,4,-118.2598,7,3,0,2009-10,52,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/24/2010,LAL @ SAS,SAS,16295,14303,72,96.47
16298,Jump Shot,Jump Shot,414,20901066,33.8693,54,175,-118.2158,7,4,0,2009-10,20,18,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/24/2010,LAL @ SAS,SAS,16297,14303,72,96.47
16299,Jump Shot,Jump Shot,441,20901066,34.0403,-235,4,-118.5048,3,4,0,2009-10,29,23,NA,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,3/24/2010,LAL @ SAS,SAS,16299,14303,72,96.47
16300,Jump Shot,Jump Shot,452,20901066,34.0403,97,4,-118.1728,2,4,0,2009-10,53,9,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/24/2010,LAL @ SAS,SAS,16300,14303,72,96.47
16308,Jump Shot,Jump Shot,84,20901078,33.8873,135,157,-118.1348,3,1,0,2009-10,31,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/26/2010,LAL @ OKC,OKC,16302,14003,67,96.83
16309,Fadeaway Jump Shot,Jump Shot,90,20901078,33.9673,-169,77,-118.4388,2,1,0,2009-10,56,18,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/26/2010,LAL @ OKC,OKC,16303,14003,67,96.83
16310,Turnaround Fadeaway shot,Jump Shot,113,20901078,33.9783,84,66,-118.1858,1,1,0,2009-10,21,10,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/26/2010,LAL @ OKC,OKC,16305,14003,67,96.83
16311,Jump Shot,Jump Shot,169,20901078,33.8583,-16,186,-118.2858,7,2,0,2009-10,17,18,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/26/2010,LAL @ OKC,OKC,16309,14003,67,96.83
16324,Jump Shot,Jump Shot,21,20901085,33.9063,-114,138,-118.3838,9,1,0,2009-10,33,17,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/27/2010,LAL @ HOU,HOU,16312,14904,68,96.86
16325,Layup Shot,Layup,234,20901085,34.0443,0,0,-118.2698,0,2,0,2009-10,0,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/27/2010,LAL @ HOU,HOU,16320,14904,68,96.86
16340,Jump Shot,Jump Shot,57,20901099,34.0083,-125,36,-118.3948,5,1,0,2009-10,59,13,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/29/2010,LAL @ NOH,NOH,16326,16057,65,96.81
16341,Jump Shot,Jump Shot,169,20901099,33.8873,-198,157,-118.4678,5,2,0,2009-10,45,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/29/2010,LAL @ NOH,NOH,16327,16057,65,96.81
16342,Jump Shot,Jump Shot,384,20901099,33.8353,10,209,-118.2598,11,4,0,2009-10,46,20,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/29/2010,LAL @ NOH,NOH,16338,16057,65,96.81
16343,Jump Shot,Jump Shot,467,20901099,33.8413,144,203,-118.1258,3,4,0,2009-10,25,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/29/2010,LAL @ NOH,NOH,16342,16057,65,96.81
16361,Fadeaway Jump Shot,Jump Shot,28,20901107,33.9593,-160,85,-118.4298,7,1,0,2009-10,6,18,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/31/2010,LAL @ ATL,ATL,16346,15362,68,95.46
16362,Jump Shot,Jump Shot,52,20901107,33.9693,-188,75,-118.4578,4,1,0,2009-10,28,20,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/31/2010,LAL @ ATL,ATL,16348,15362,68,95.46
16363,Turnaround Jump Shot,Jump Shot,202,20901107,34.0373,163,7,-118.1068,4,2,0,2009-10,1,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/31/2010,LAL @ ATL,ATL,16355,15362,68,95.46
16364,Turnaround Jump Shot,Jump Shot,225,20901107,34.0243,-191,20,-118.4608,1,2,0,2009-10,45,19,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/31/2010,LAL @ ATL,ATL,16356,15362,68,95.46
16386,Floating Jump shot,Jump Shot,213,20901131,33.9673,42,77,-118.2278,1,2,0,2009-10,32,8,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/2/2010,LAL vs. UTA,UTA,16378,15127,74,96.22
16387,Jump Shot,Jump Shot,318,20901131,34.0353,-116,9,-118.3858,5,3,0,2009-10,53,11,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/2/2010,LAL vs. UTA,UTA,16382,15127,74,96.22
16406,Jump Shot,Jump Shot,20,20901142,33.8473,-164,197,-118.4338,8,1,0,2009-10,32,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/4/2010,LAL vs. SAS,SAS,16391,14355,72,91.67
16407,Jump Shot,Jump Shot,35,20901142,33.9103,163,134,-118.1068,6,1,0,2009-10,47,21,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/4/2010,LAL vs. SAS,SAS,16392,14355,72,91.67
16408,Driving Layup Shot,Layup,166,20901142,34.0443,0,0,-118.2698,4,2,0,2009-10,26,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/4/2010,LAL vs. SAS,SAS,16395,14355,72,91.67
16409,Jump Shot,Jump Shot,233,20901142,33.8633,-89,181,-118.3588,11,3,0,2009-10,28,20,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/4/2010,LAL vs. SAS,SAS,16399,14355,72,91.67
16410,Jump Shot,Jump Shot,294,20901142,33.8873,-193,157,-118.4628,4,3,0,2009-10,56,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/4/2010,LAL vs. SAS,SAS,16403,14355,72,91.67
16411,Jump Shot,Jump Shot,438,20901142,33.8553,-190,189,-118.4598,4,4,0,2009-10,56,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/4/2010,LAL vs. SAS,SAS,16408,14355,72,91.67
16430,Jump Shot,Jump Shot,46,20901196,33.9723,136,72,-118.1338,6,1,0,2009-10,56,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/11/2010,LAL vs. POR,POR,16413,15969,70,96.3
16431,Jump Shot,Jump Shot,59,20901196,34.0033,36,41,-118.2338,5,1,0,2009-10,40,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,4/11/2010,LAL vs. POR,POR,16415,15969,70,96.3
16432,Fadeaway Jump Shot,Jump Shot,98,20901196,33.9503,58,94,-118.2118,1,1,0,2009-10,41,11,NA,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/11/2010,LAL vs. POR,POR,16417,15969,70,96.3
16433,Jump Shot,Jump Shot,193,20901196,34.0443,-221,0,-118.4908,3,2,0,2009-10,30,22,NA,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,4/11/2010,LAL vs. POR,POR,16420,15969,70,96.3
16434,Jump Shot,Jump Shot,398,20901196,34.0053,168,39,-118.1018,5,4,0,2009-10,29,17,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/11/2010,LAL vs. POR,POR,16431,15969,70,96.3
16450,Turnaround Jump Shot,Jump Shot,98,21000003,34.0323,73,12,-118.1968,3,1,0,2010-11,47,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,10/26/2010,LAL vs. HOU,HOU,16439,15361,69,97.87
16451,Jump Bank Shot,Jump Shot,275,21000003,33.9563,94,88,-118.1758,0,2,0,2010-11,42,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,10/26/2010,LAL vs. HOU,HOU,16444,15361,69,97.87
16452,Jump Shot,Jump Shot,295,21000003,33.7493,155,295,-118.1148,0,2,0,2010-11,0,33,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,10/26/2010,LAL vs. HOU,HOU,16446,15361,69,97.87
16453,Fadeaway Jump Shot,Jump Shot,371,21000003,33.9153,-122,129,-118.3918,5,3,0,2010-11,11,17,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,10/26/2010,LAL vs. HOU,HOU,16451,15361,69,97.87
16454,Jump Shot,Jump Shot,591,21000003,33.8003,78,244,-118.1918,1,4,0,2010-11,16,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,10/26/2010,LAL vs. HOU,HOU,16454,15361,69,97.87
16471,Jump Shot,Jump Shot,77,21000030,33.9253,53,119,-118.2168,2,1,0,2010-11,55,13,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,10/29/2010,LAL @ PHX,PHX,16461,14114,69,91.22
16472,Jump Shot,Jump Shot,88,21000030,33.8493,84,195,-118.1858,2,1,0,2010-11,15,21,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,10/29/2010,LAL @ PHX,PHX,16462,14114,69,91.22
16473,Jump Shot,Jump Shot,279,21000030,33.9403,-174,104,-118.4438,5,3,0,2010-11,35,20,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,10/29/2010,LAL @ PHX,PHX,16469,14114,69,91.22
16487,Jump Shot,Jump Shot,268,21000043,33.9253,-153,119,-118.4228,0,2,0,2010-11,13,19,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,10/31/2010,LAL vs. GSW,GSW,16484,15742,70,94.27
16488,Driving Layup Shot,Layup,299,21000043,34.0353,-21,9,-118.2908,9,3,0,2010-11,52,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,10/31/2010,LAL vs. GSW,GSW,16486,15742,70,94.27
16489,Jump Shot,Jump Shot,339,21000043,33.7923,47,252,-118.2228,7,3,0,2010-11,24,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,10/31/2010,LAL vs. GSW,GSW,16487,15742,70,94.27
16501,Jump Shot,Jump Shot,47,21000053,33.8793,119,165,-118.1508,6,1,0,2010-11,57,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/2/2010,LAL vs. MEM,MEM,16491,15799,71,93.31
16502,Jump Shot,Jump Shot,108,21000053,33.9133,34,131,-118.2358,1,1,0,2010-11,35,13,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/2/2010,LAL vs. MEM,MEM,16494,15799,71,93.31
16521,Tip Shot,Tip Shot,63,21000065,34.0283,9,16,-118.2608,3,1,0,2010-11,5,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/3/2010,LAL @ SAC,SAC,16507,15298,71,95.81
16522,Jump Shot,Jump Shot,93,21000065,34.0033,1,41,-118.2688,0,1,0,2010-11,7,4,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/3/2010,LAL @ SAC,SAC,16508,15298,71,95.81
16523,Jump Shot,Jump Shot,468,21000065,33.9583,141,86,-118.1288,7,4,0,2010-11,8,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/3/2010,LAL @ SAC,SAC,16519,15298,71,95.81
16524,Jump Shot,Jump Shot,528,21000065,33.9133,-130,131,-118.3998,2,4,0,2010-11,35,18,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/3/2010,LAL @ SAC,SAC,16523,15298,71,95.81
16534,Driving Layup Shot,Layup,46,21000079,34.0223,9,22,-118.2608,5,1,0,2010-11,44,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/5/2010,LAL vs. TOR,TOR,16526,15638,72,94.96
16535,Jump Shot,Jump Shot,184,21000079,33.8063,-100,238,-118.3698,3,2,0,2010-11,46,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/5/2010,LAL vs. TOR,TOR,16530,15638,72,94.96
16536,Pullup Jump shot,Jump Shot,244,21000079,33.9583,37,86,-118.2328,10,3,0,2010-11,41,9,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/5/2010,LAL vs. TOR,TOR,16532,15638,72,94.96
16547,Jump Shot,Jump Shot,74,21000094,34.0083,58,36,-118.2118,2,1,0,2010-11,15,6,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/7/2010,LAL vs. POR,POR,16542,15232,72,93.69
16572,Jump Bank Shot,Jump Shot,28,21000107,33.9943,-68,50,-118.3378,9,1,0,2010-11,31,8,NA,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/9/2010,LAL vs. MIN,MIN,16550,15102,71,97.12
16573,Jump Shot,Jump Shot,90,21000107,33.8443,-23,200,-118.2928,2,1,0,2010-11,46,20,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/9/2010,LAL vs. MIN,MIN,16555,15102,71,97.12
16574,Jump Shot,Jump Shot,239,21000107,34.0403,152,4,-118.1178,2,2,0,2010-11,20,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/9/2010,LAL vs. MIN,MIN,16558,15102,71,97.12
16575,Pullup Jump shot,Jump Shot,339,21000107,34.0433,-101,1,-118.3708,6,3,0,2010-11,43,10,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/9/2010,LAL vs. MIN,MIN,16567,15102,71,97.12
16600,Jump Shot,Jump Shot,5,21000120,33.8873,149,157,-118.1208,11,1,0,2010-11,5,21,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/11/2010,LAL @ DEN,DEN,16576,15569,66,95.24
16601,Jump Shot,Jump Shot,59,21000120,33.9733,62,71,-118.2078,6,1,0,2010-11,11,9,NA,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/11/2010,LAL @ DEN,DEN,16579,15569,66,95.24
16602,Fadeaway Jump Shot,Jump Shot,372,21000120,33.9023,2,142,-118.2678,6,3,0,2010-11,27,14,NA,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/11/2010,LAL @ DEN,DEN,16595,15569,66,95.24
16603,Jump Shot,Jump Shot,395,21000120,33.8003,-103,244,-118.3728,4,3,0,2010-11,3,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/11/2010,LAL @ DEN,DEN,16598,15569,66,95.24
16604,Jump Shot,Jump Shot,502,21000120,33.8273,-123,217,-118.3928,7,4,0,2010-11,22,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/11/2010,LAL @ DEN,DEN,16600,15569,66,95.24
16605,Finger Roll Layup Shot,Layup,543,21000120,34.0373,-16,7,-118.2858,2,4,0,2010-11,32,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/11/2010,LAL @ DEN,DEN,16604,15569,66,95.24
16606,Driving Layup Shot,Layup,550,21000120,34.0403,-5,4,-118.2748,2,4,0,2010-11,2,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/11/2010,LAL @ DEN,DEN,16605,15569,66,95.24
16607,Running Hook Shot,Hook Shot,586,21000120,34.0183,56,26,-118.2138,0,4,0,2010-11,3,6,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/11/2010,LAL @ DEN,DEN,16607,15569,66,95.24
16624,Jump Shot,Jump Shot,34,21000143,33.8903,-97,154,-118.3668,7,1,0,2010-11,2,18,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/14/2010,LAL vs. PHX,PHX,16610,15010,73,95.1
16625,Slam Dunk Shot,Dunk,185,21000143,34.0243,-2,20,-118.2718,6,2,0,2010-11,58,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/14/2010,LAL vs. PHX,PHX,16612,15010,73,95.1
16626,Turnaround Jump Shot,Jump Shot,244,21000143,34.0003,-29,44,-118.2988,0,2,0,2010-11,31,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/14/2010,LAL vs. PHX,PHX,16617,15010,73,95.1
16627,Driving Layup Shot,Layup,522,21000143,34.0293,-24,15,-118.2938,0,4,0,2010-11,18,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/14/2010,LAL vs. PHX,PHX,16625,15010,73,95.1
16648,Layup Shot,Layup,49,21000155,34.0383,13,6,-118.2568,4,1,0,2010-11,35,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/16/2010,LAL @ MIL,MIL,16632,13444,68,92.68
16649,Reverse Layup Shot,Layup,68,21000155,34.0253,12,19,-118.2578,1,1,0,2010-11,55,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/16/2010,LAL @ MIL,MIL,16634,13444,68,92.68
16650,Jump Shot,Jump Shot,530,21000155,33.8773,73,167,-118.1968,0,4,0,2010-11,15,18,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/16/2010,LAL @ MIL,MIL,16650,13444,68,92.68
16664,Jump Shot,Jump Shot,34,21000161,33.8933,130,151,-118.1398,7,1,0,2010-11,49,19,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16654,16388,72,96.41
16665,Jump Shot,Jump Shot,57,21000161,33.8883,127,156,-118.1428,5,1,0,2010-11,55,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16655,16388,72,96.41
16666,Jump Shot,Jump Shot,83,21000161,33.9783,149,66,-118.1208,2,1,0,2010-11,32,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16656,16388,72,96.41
16667,Fadeaway Jump Shot,Jump Shot,176,21000161,34.0133,-175,31,-118.4448,7,2,0,2010-11,35,17,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16657,16388,72,96.41
16668,Fadeaway Jump Shot,Jump Shot,204,21000161,34.0273,-169,17,-118.4388,3,2,0,2010-11,53,16,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16660,16388,72,96.41
16669,Layup Shot,Layup,222,21000161,34.0433,4,1,-118.2658,1,2,0,2010-11,51,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16662,16388,72,96.41
16670,Jump Shot,Jump Shot,321,21000161,33.9963,182,48,-118.0878,4,3,0,2010-11,10,18,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/17/2010,LAL @ DET,DET,16669,16388,72,96.41
16693,Driving Layup Shot,Layup,58,21000176,34.0223,24,22,-118.2458,4,1,0,2010-11,40,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16675,15213,66,94.36
16694,Jump Shot,Jump Shot,73,21000176,33.9453,-7,99,-118.2768,3,1,0,2010-11,2,9,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16676,15213,66,94.36
16695,Jump Shot,Jump Shot,196,21000176,33.8993,-199,145,-118.4688,5,2,0,2010-11,0,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16678,15213,66,94.36
16696,Jump Shot,Jump Shot,205,21000176,33.8743,106,170,-118.1638,4,2,0,2010-11,23,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16679,15213,66,94.36
16697,Jump Shot,Jump Shot,360,21000176,34.0603,231,-16,-118.0388,3,3,0,2010-11,18,23,NA,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,11/19/2010,LAL @ MIN,MIN,16693,15213,66,94.36
16713,Jump Shot,Jump Shot,72,21000194,34.0223,-38,22,-118.3078,4,1,0,2010-11,1,4,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/21/2010,LAL vs. GSW,GSW,16701,15025,72,100.77
16728,Jump Shot,Jump Shot,17,21000208,33.8093,100,235,-118.1698,9,1,0,2010-11,57,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/23/2010,LAL vs. CHI,CHI,16715,12389,69,90.46
16729,Fadeaway Jump Shot,Jump Shot,278,21000208,33.9883,7,56,-118.2628,10,3,0,2010-11,53,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/23/2010,LAL vs. CHI,CHI,16722,12389,69,90.46
16730,Turnaround Fadeaway shot,Jump Shot,359,21000208,34.0253,-146,19,-118.4158,3,3,0,2010-11,21,14,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/23/2010,LAL vs. CHI,CHI,16724,12389,69,90.46
16731,Fadeaway Jump Shot,Jump Shot,457,21000208,33.9323,-73,112,-118.3428,6,4,0,2010-11,40,13,NA,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/23/2010,LAL vs. CHI,CHI,16727,12389,69,90.46
16750,Jump Shot,Jump Shot,51,21000231,33.9323,-229,112,-118.4988,4,1,0,2010-11,54,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/26/2010,LAL @ UTA,UTA,16735,14144,71,95.43
16751,Jump Shot,Jump Shot,233,21000231,33.9583,-11,86,-118.2808,1,2,0,2010-11,30,8,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/26/2010,LAL @ UTA,UTA,16741,14144,71,95.43
16752,Jump Shot,Jump Shot,439,21000231,33.8243,-142,220,-118.4118,3,4,0,2010-11,10,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/26/2010,LAL @ UTA,UTA,16752,14144,71,95.43
16782,Jump Shot,Jump Shot,56,21000249,33.9233,-38,121,-118.3078,5,1,0,2010-11,42,12,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/28/2010,LAL vs. IND,IND,16758,14753,73,92.99
16783,Jump Shot,Jump Shot,235,21000249,33.8773,-100,167,-118.3698,1,2,0,2010-11,50,19,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/28/2010,LAL vs. IND,IND,16765,14753,73,92.99
